"subject" "activity" "signal" "measurement"
3 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.0421706943244898
4 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.0722392276888889
5 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0984320090212766
6 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.328308506041667
7 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0443428315319149
8 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.136590199860526
9 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.103128506197619
10 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.215665273157895
11 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0351937228130435
12 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0235049348717391
13 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.0726602663212766
14 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0212541553977778
15 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.235309825547619
16 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0368263528276596
17 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.0226239171245652
18 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.350086793272727
19 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.537012022051282
20 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.0343309987555556
21 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.104323529982222
22 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.195348406222222
23 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.205428216353704
24 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.222324293454545
25 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.372245192931034
26 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.022800096142
27 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0829831545090909
28 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.0890721752173913
29 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" 0.110663200244167
30 "WALKING DOWNSTAIRS" "fBodyAcc.mean().X" -0.106966957087097
1 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.404321784150943
2 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.266720933270833
3 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.392004211474576
4 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.294488270365385
5 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.161485339978723
6 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.131075372803922
7 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.336199426470588
8 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.166411065387805
9 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.342735952653061
10 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.139410790617021
11 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.355348902222222
12 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.321447925192308
13 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.382460736363636
14 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.323508442240741
15 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.0746328434375
16 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.474984014705882
17 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.1397522212625
18 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.465097261896552
19 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.15687949467775
20 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.140439074776471
21 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.319169340234043
22 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.0553996485285714
23 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.272605689568627
24 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.395790553898305
25 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.521649838769231
26 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.242820756127273
27 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.417607401176471
28 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.266101343372549
29 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.109793480008163
30 "WALKING UPSTAIRS" "fBodyAcc.mean().X" -0.420402828153846
1 "LAYING" "fBodyAcc.mean().Y" -0.86706520518
2 "LAYING" "fBodyAcc.mean().Y" -0.979800877916667
3 "LAYING" "fBodyAcc.mean().Y" -0.961169982903226
4 "LAYING" "fBodyAcc.mean().Y" -0.938883374444444
5 "LAYING" "fBodyAcc.mean().Y" -0.965419520961538
6 "LAYING" "fBodyAcc.mean().Y" -0.923706791403509
7 "LAYING" "fBodyAcc.mean().Y" -0.942193953846154
8 "LAYING" "fBodyAcc.mean().Y" -0.951816663703704
9 "LAYING" "fBodyAcc.mean().Y" -0.9343665984
10 "LAYING" "fBodyAcc.mean().Y" -0.954341849137931
11 "LAYING" "fBodyAcc.mean().Y" -0.971403935438596
12 "LAYING" "fBodyAcc.mean().Y" -0.951265971
13 "LAYING" "fBodyAcc.mean().Y" -0.965843757258064
14 "LAYING" "fBodyAcc.mean().Y" -0.930366906078431
15 "LAYING" "fBodyAcc.mean().Y" -0.962461124305556
16 "LAYING" "fBodyAcc.mean().Y" -0.963635575142857
17 "LAYING" "fBodyAcc.mean().Y" -0.954648102253521
18 "LAYING" "fBodyAcc.mean().Y" -0.984909884615385
19 "LAYING" "fBodyAcc.mean().Y" -0.972798824096386
20 "LAYING" "fBodyAcc.mean().Y" -0.965595958382353
21 "LAYING" "fBodyAcc.mean().Y" -0.960069247
22 "LAYING" "fBodyAcc.mean().Y" -0.925524703472222
23 "LAYING" "fBodyAcc.mean().Y" -0.982072295833333
24 "LAYING" "fBodyAcc.mean().Y" -0.980830362083333
25 "LAYING" "fBodyAcc.mean().Y" -0.78494581909589
26 "LAYING" "fBodyAcc.mean().Y" -0.983664034342105
27 "LAYING" "fBodyAcc.mean().Y" -0.982915951891892
28 "LAYING" "fBodyAcc.mean().Y" -0.958436369
29 "LAYING" "fBodyAcc.mean().Y" -0.989034304057971
30 "LAYING" "fBodyAcc.mean().Y" -0.959974274571429
1 "SITTING" "fBodyAcc.mean().Y" -0.944084550425532
2 "SITTING" "fBodyAcc.mean().Y" -0.957343498478261
3 "SITTING" "fBodyAcc.mean().Y" -0.891907751346154
4 "SITTING" "fBodyAcc.mean().Y" -0.9057829318
5 "SITTING" "fBodyAcc.mean().Y" -0.921434735681818
6 "SITTING" "fBodyAcc.mean().Y" -0.928264365454545
7 "SITTING" "fBodyAcc.mean().Y" -0.93149063375
8 "SITTING" "fBodyAcc.mean().Y" -0.94421971826087
9 "SITTING" "fBodyAcc.mean().Y" -0.911683219
10 "SITTING" "fBodyAcc.mean().Y" -0.9404502
11 "SITTING" "fBodyAcc.mean().Y" -0.934503182830189
12 "SITTING" "fBodyAcc.mean().Y" -0.942768016862745
13 "SITTING" "fBodyAcc.mean().Y" -0.959673916122449
14 "SITTING" "fBodyAcc.mean().Y" -0.932644766111111
15 "SITTING" "fBodyAcc.mean().Y" -0.938926430779661
16 "SITTING" "fBodyAcc.mean().Y" -0.961456685507246
17 "SITTING" "fBodyAcc.mean().Y" -0.96992798921875
18 "SITTING" "fBodyAcc.mean().Y" -0.976538530350877
19 "SITTING" "fBodyAcc.mean().Y" -0.960763181917808
20 "SITTING" "fBodyAcc.mean().Y" -0.945198619242424
21 "SITTING" "fBodyAcc.mean().Y" -0.968060947058824
22 "SITTING" "fBodyAcc.mean().Y" -0.939546007903226
23 "SITTING" "fBodyAcc.mean().Y" -0.953460406470588
24 "SITTING" "fBodyAcc.mean().Y" -0.962773200147059
25 "SITTING" "fBodyAcc.mean().Y" -0.959117259384615
26 "SITTING" "fBodyAcc.mean().Y" -0.954299410641026
27 "SITTING" "fBodyAcc.mean().Y" -0.974057855571429
28 "SITTING" "fBodyAcc.mean().Y" -0.946351650416667
29 "SITTING" "fBodyAcc.mean().Y" -0.969609501666667
30 "SITTING" "fBodyAcc.mean().Y" -0.954076042258065
1 "STANDING" "fBodyAcc.mean().Y" -0.977070847735849
2 "STANDING" "fBodyAcc.mean().Y" -0.959871697407407
3 "STANDING" "fBodyAcc.mean().Y" -0.908075353770492
4 "STANDING" "fBodyAcc.mean().Y" -0.889549205
5 "STANDING" "fBodyAcc.mean().Y" -0.890796360535714
6 "STANDING" "fBodyAcc.mean().Y" -0.930336471754386
7 "STANDING" "fBodyAcc.mean().Y" -0.941883783773585
8 "STANDING" "fBodyAcc.mean().Y" -0.9500491
9 "STANDING" "fBodyAcc.mean().Y" -0.944849431777778
10 "STANDING" "fBodyAcc.mean().Y" -0.923378745227273
11 "STANDING" "fBodyAcc.mean().Y" -0.968703072553191
12 "STANDING" "fBodyAcc.mean().Y" -0.932775677704918
13 "STANDING" "fBodyAcc.mean().Y" -0.959427618245614
14 "STANDING" "fBodyAcc.mean().Y" -0.942178248333333
15 "STANDING" "fBodyAcc.mean().Y" -0.943348788679245
16 "STANDING" "fBodyAcc.mean().Y" -0.96931401525641
17 "STANDING" "fBodyAcc.mean().Y" -0.97417056948718
18 "STANDING" "fBodyAcc.mean().Y" -0.961239135479452
19 "STANDING" "fBodyAcc.mean().Y" -0.952872872465753
20 "STANDING" "fBodyAcc.mean().Y" -0.898194212465753
21 "STANDING" "fBodyAcc.mean().Y" -0.949694904269663
22 "STANDING" "fBodyAcc.mean().Y" -0.929161387619048
23 "STANDING" "fBodyAcc.mean().Y" -0.962831825294118
24 "STANDING" "fBodyAcc.mean().Y" -0.948970158405797
25 "STANDING" "fBodyAcc.mean().Y" -0.959846189054054
26 "STANDING" "fBodyAcc.mean().Y" -0.958402317837838
27 "STANDING" "fBodyAcc.mean().Y" -0.961356141125
28 "STANDING" "fBodyAcc.mean().Y" -0.893430392658228
29 "STANDING" "fBodyAcc.mean().Y" -0.973345770461538
30 "STANDING" "fBodyAcc.mean().Y" -0.919475121186441
1 "WALKING" "fBodyAcc.mean().Y" 0.0897127264021053
2 "WALKING" "fBodyAcc.mean().Y" -0.0219048103322034
3 "WALKING" "fBodyAcc.mean().Y" -0.0813024353275862
4 "WALKING" "fBodyAcc.mean().Y" -0.14939963344
5 "WALKING" "fBodyAcc.mean().Y" 0.00946037755178572
6 "WALKING" "fBodyAcc.mean().Y" 0.140781621991228
7 "WALKING" "fBodyAcc.mean().Y" -0.0641564202736842
8 "WALKING" "fBodyAcc.mean().Y" 0.316982393333333
9 "WALKING" "fBodyAcc.mean().Y" -0.257677616153846
10 "WALKING" "fBodyAcc.mean().Y" 0.0533911909886792
11 "WALKING" "fBodyAcc.mean().Y" -0.0830478435976271
12 "WALKING" "fBodyAcc.mean().Y" -0.071302455092
13 "WALKING" "fBodyAcc.mean().Y" 0.0955150666694737
14 "WALKING" "fBodyAcc.mean().Y" -0.174601844847458
15 "WALKING" "fBodyAcc.mean().Y" 0.111321097159074
16 "WALKING" "fBodyAcc.mean().Y" -0.321500667843137
17 "WALKING" "fBodyAcc.mean().Y" -0.0650267622126229
18 "WALKING" "fBodyAcc.mean().Y" -0.24360627125
19 "WALKING" "fBodyAcc.mean().Y" 0.169258575663077
20 "WALKING" "fBodyAcc.mean().Y" 0.403465950921569
21 "WALKING" "fBodyAcc.mean().Y" 0.0338465813711538
22 "WALKING" "fBodyAcc.mean().Y" 0.145367520371739
23 "WALKING" "fBodyAcc.mean().Y" -0.0724367317966102
24 "WALKING" "fBodyAcc.mean().Y" -0.203193741396552
25 "WALKING" "fBodyAcc.mean().Y" -0.251880271094595
26 "WALKING" "fBodyAcc.mean().Y" -0.146702156576271
27 "WALKING" "fBodyAcc.mean().Y" -0.13678354122807
28 "WALKING" "fBodyAcc.mean().Y" -0.127912276044444
29 "WALKING" "fBodyAcc.mean().Y" -0.0349642325433962
30 "WALKING" "fBodyAcc.mean().Y" -0.193856663907692
1 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.00154990783591837
2 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.278345041765957
3 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.00770048300204082
4 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.129606639466667
5 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.0792280694042553
6 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.339771173822917
7 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.145302311446808
8 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.388412779763158
9 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.183120455428571
10 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.00904660360263158
11 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.0247508134326087
12 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.150510001156522
13 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.0364535247659574
14 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.3714824704
15 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.167518099964286
16 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.134598352726809
17 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.130272514565217
18 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.309049613818182
19 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.494457802230769
20 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.524187686888889
21 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.181138042506667
22 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.225766560777778
23 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.0959432893981482
24 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.0861829752472727
25 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.196381053741379
26 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.006237000044
27 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.0626729573068182
28 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" 0.186441733869565
29 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.02122937175
30 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Y" -0.0216637054241935
1 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.190976720811321
2 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.00992445881854167
3 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.0788094156644068
4 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.117109161492308
5 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.0728903158085106
6 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.0978035099588235
7 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.381590523137255
8 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.263431399878049
9 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.405022798163265
10 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.0390688222212766
11 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.254645206944444
12 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.168341519859615
13 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.0636564765818182
14 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.0163939234574074
15 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.1019354328
16 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.268063812745098
17 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.1175197356
18 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.363450742586207
19 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.111818164225
20 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.0293832440223529
21 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.0221598658106383
22 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" 0.13068653882619
23 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.0769773944803922
24 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.252412541966102
25 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.380150805384615
26 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.185528313272727
27 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.249688517843137
28 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.190589069119608
29 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.196011503540816
30 "WALKING UPSTAIRS" "fBodyAcc.mean().Y" -0.297813768569231
1 "LAYING" "fBodyAcc.mean().Z" -0.8826668762
2 "LAYING" "fBodyAcc.mean().Z" -0.984380981875
3 "LAYING" "fBodyAcc.mean().Z" -0.968332141612903
4 "LAYING" "fBodyAcc.mean().Z" -0.967504278888889
5 "LAYING" "fBodyAcc.mean().Z" -0.977007724615385
6 "LAYING" "fBodyAcc.mean().Z" -0.938044912280702
7 "LAYING" "fBodyAcc.mean().Z" -0.958611644615385
8 "LAYING" "fBodyAcc.mean().Z" -0.944269514074074
9 "LAYING" "fBodyAcc.mean().Z" -0.9459190006
10 "LAYING" "fBodyAcc.mean().Z" -0.964300845172414
11 "LAYING" "fBodyAcc.mean().Z" -0.973576812807018
12 "LAYING" "fBodyAcc.mean().Z" -0.954724801666667
13 "LAYING" "fBodyAcc.mean().Z" -0.966295582741935
14 "LAYING" "fBodyAcc.mean().Z" -0.927882307058824
15 "LAYING" "fBodyAcc.mean().Z" -0.95156594625
16 "LAYING" "fBodyAcc.mean().Z" -0.974580069142857
17 "LAYING" "fBodyAcc.mean().Z" -0.965406091549296
18 "LAYING" "fBodyAcc.mean().Z" -0.988606906307692
19 "LAYING" "fBodyAcc.mean().Z" -0.985340447349398
20 "LAYING" "fBodyAcc.mean().Z" -0.976392651323529
21 "LAYING" "fBodyAcc.mean().Z" -0.961772190555556
22 "LAYING" "fBodyAcc.mean().Z" -0.954219235555556
23 "LAYING" "fBodyAcc.mean().Z" -0.977515213888889
24 "LAYING" "fBodyAcc.mean().Z" -0.976634815694444
25 "LAYING" "fBodyAcc.mean().Z" -0.816197953561644
26 "LAYING" "fBodyAcc.mean().Z" -0.984923123552632
27 "LAYING" "fBodyAcc.mean().Z" -0.987356589864865
28 "LAYING" "fBodyAcc.mean().Z" -0.961115672375
29 "LAYING" "fBodyAcc.mean().Z" -0.989473926666667
30 "LAYING" "fBodyAcc.mean().Z" -0.970321991714286
1 "SITTING" "fBodyAcc.mean().Z" -0.959184889148936
2 "SITTING" "fBodyAcc.mean().Z" -0.970162172608696
3 "SITTING" "fBodyAcc.mean().Z" -0.917987925384615
4 "SITTING" "fBodyAcc.mean().Z" -0.9517837432
5 "SITTING" "fBodyAcc.mean().Z" -0.946064216818182
6 "SITTING" "fBodyAcc.mean().Z" -0.935798115272727
7 "SITTING" "fBodyAcc.mean().Z" -0.904675337916667
8 "SITTING" "fBodyAcc.mean().Z" -0.959436275869565
9 "SITTING" "fBodyAcc.mean().Z" -0.8922013438
10 "SITTING" "fBodyAcc.mean().Z" -0.97464465462963
11 "SITTING" "fBodyAcc.mean().Z" -0.972855110377359
12 "SITTING" "fBodyAcc.mean().Z" -0.954626628823529
13 "SITTING" "fBodyAcc.mean().Z" -0.956183063510204
14 "SITTING" "fBodyAcc.mean().Z" -0.944126078888889
15 "SITTING" "fBodyAcc.mean().Z" -0.963227004915254
16 "SITTING" "fBodyAcc.mean().Z" -0.959552230434783
17 "SITTING" "fBodyAcc.mean().Z" -0.97484160453125
18 "SITTING" "fBodyAcc.mean().Z" -0.982996441403509
19 "SITTING" "fBodyAcc.mean().Z" -0.96633509109589
20 "SITTING" "fBodyAcc.mean().Z" -0.947597457121212
21 "SITTING" "fBodyAcc.mean().Z" -0.970859342941176
22 "SITTING" "fBodyAcc.mean().Z" -0.946635312419355
23 "SITTING" "fBodyAcc.mean().Z" -0.942031166764706
24 "SITTING" "fBodyAcc.mean().Z" -0.966991781176471
25 "SITTING" "fBodyAcc.mean().Z" -0.974776131230769
26 "SITTING" "fBodyAcc.mean().Z" -0.967519149358974
27 "SITTING" "fBodyAcc.mean().Z" -0.974665817
28 "SITTING" "fBodyAcc.mean().Z" -0.952226786666667
29 "SITTING" "fBodyAcc.mean().Z" -0.975623030833333
30 "SITTING" "fBodyAcc.mean().Z" -0.966274090645161
1 "STANDING" "fBodyAcc.mean().Z" -0.985297098679245
2 "STANDING" "fBodyAcc.mean().Z" -0.962471195740741
3 "STANDING" "fBodyAcc.mean().Z" -0.939507735245902
4 "STANDING" "fBodyAcc.mean().Z" -0.93164342125
5 "STANDING" "fBodyAcc.mean().Z" -0.915083799107143
6 "STANDING" "fBodyAcc.mean().Z" -0.942864017017544
7 "STANDING" "fBodyAcc.mean().Z" -0.938550519811321
8 "STANDING" "fBodyAcc.mean().Z" -0.950362935555556
9 "STANDING" "fBodyAcc.mean().Z" -0.941686874222222
10 "STANDING" "fBodyAcc.mean().Z" -0.955272383863636
11 "STANDING" "fBodyAcc.mean().Z" -0.987669785531915
12 "STANDING" "fBodyAcc.mean().Z" -0.947178200163934
13 "STANDING" "fBodyAcc.mean().Z" -0.97756730122807
14 "STANDING" "fBodyAcc.mean().Z" -0.9424220265
15 "STANDING" "fBodyAcc.mean().Z" -0.965473514528302
16 "STANDING" "fBodyAcc.mean().Z" -0.969999504230769
17 "STANDING" "fBodyAcc.mean().Z" -0.980231575769231
18 "STANDING" "fBodyAcc.mean().Z" -0.975772813972603
19 "STANDING" "fBodyAcc.mean().Z" -0.968543351780822
20 "STANDING" "fBodyAcc.mean().Z" -0.929985824794521
21 "STANDING" "fBodyAcc.mean().Z" -0.960274142134831
22 "STANDING" "fBodyAcc.mean().Z" -0.957101794126984
23 "STANDING" "fBodyAcc.mean().Z" -0.945170568823529
24 "STANDING" "fBodyAcc.mean().Z" -0.953817599275362
25 "STANDING" "fBodyAcc.mean().Z" -0.974051231216216
26 "STANDING" "fBodyAcc.mean().Z" -0.97321515527027
27 "STANDING" "fBodyAcc.mean().Z" -0.97414624525
28 "STANDING" "fBodyAcc.mean().Z" -0.934503028481013
29 "STANDING" "fBodyAcc.mean().Z" -0.984096024769231
30 "STANDING" "fBodyAcc.mean().Z" -0.938089774915254
1 "WALKING" "fBodyAcc.mean().Z" -0.331560117789474
2 "WALKING" "fBodyAcc.mean().Z" -0.453806369830508
3 "WALKING" "fBodyAcc.mean().Z" -0.412374074482759
4 "WALKING" "fBodyAcc.mean().Z" -0.631005470833333
5 "WALKING" "fBodyAcc.mean().Z" -0.490251090714286
6 "WALKING" "fBodyAcc.mean().Z" -0.498520164385965
7 "WALKING" "fBodyAcc.mean().Z" 0.0385832252345614
8 "WALKING" "fBodyAcc.mean().Z" -0.238634594791667
9 "WALKING" "fBodyAcc.mean().Z" -0.250806259788462
10 "WALKING" "fBodyAcc.mean().Z" -0.41218272245283
11 "WALKING" "fBodyAcc.mean().Z" -0.616402910169492
12 "WALKING" "fBodyAcc.mean().Z" -0.4223253002
13 "WALKING" "fBodyAcc.mean().Z" -0.246851507561404
14 "WALKING" "fBodyAcc.mean().Z" -0.177366434042373
15 "WALKING" "fBodyAcc.mean().Z" -0.554942138148148
16 "WALKING" "fBodyAcc.mean().Z" -0.244363048235294
17 "WALKING" "fBodyAcc.mean().Z" -0.382832802295082
18 "WALKING" "fBodyAcc.mean().Z" -0.48977105125
19 "WALKING" "fBodyAcc.mean().Z" -0.104423357596154
20 "WALKING" "fBodyAcc.mean().Z" -0.272213861705882
21 "WALKING" "fBodyAcc.mean().Z" -0.300309066730769
22 "WALKING" "fBodyAcc.mean().Z" -0.25521651373913
23 "WALKING" "fBodyAcc.mean().Z" 0.0814081078542373
24 "WALKING" "fBodyAcc.mean().Z" -0.344493013448276
25 "WALKING" "fBodyAcc.mean().Z" -0.533563220540541
26 "WALKING" "fBodyAcc.mean().Z" -0.33953964559322
27 "WALKING" "fBodyAcc.mean().Z" -0.312372595438596
28 "WALKING" "fBodyAcc.mean().Z" -0.356337638518519
29 "WALKING" "fBodyAcc.mean().Z" -0.279734839433962
30 "WALKING" "fBodyAcc.mean().Z" -0.309558882615385
1 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.225574471693878
2 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.131290772
3 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.404452414285714
4 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.494683451555556
5 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.374740089574468
6 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.277602590916667
7 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.139216222106383
8 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" 0.159589756534211
9 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.103705822657857
10 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.157728357742105
11 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.377624755652174
12 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.402121221521739
13 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.151178724793617
14 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" 0.280735952206667
15 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.259812204547619
16 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.04769426376
17 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.3180818605
18 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.505824358
19 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" 0.110659220744872
20 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.188098811986667
21 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.0769713066866667
22 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.322795653888889
23 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" 0.280518877574074
24 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.173825083587273
25 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.556097089137931
26 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.2796400557
27 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.241600361090909
28 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.308161634195652
29 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.266692150208333
30 "WALKING DOWNSTAIRS" "fBodyAcc.mean().Z" -0.25806736666129
1 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.433349702075472
2 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.281001986202083
3 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.504494528474576
4 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.524655722692308
5 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.457470676808511
6 "WALKING UPSTAIRS" "fBodyAcc.mean().Z" -0.42724809972549
